,Company name,Inactive,Quoted,Branch,OwnData,Woco,R/O Full Postcode,Registered number,Primary UK SIC (2007) code,Latest accounts date,Company status,Credit score date,Credit score indicator,"Likelihood of failure (%)
%","Credit limit (GBP)
GBP",Previous credit score date,Previous credit score indicator,Ultimate owner,"Total Assets
m EUR",Return on Shareholders Funds (%),"Operating revenue (Turnover)
m EUR",Return on Capital Employed (%),Return on Total Assets (%),Profit margin (%),Gross margin (%),Berry ratio,EBIT margin (%),EBITDA margin (%),Net Assets Turnover (x),Fixed Assets Turnover (x),Interest Cover (x),Stock Turnover (x),Debtors Turnover (x),Debtor Collection (days),Creditors Payment (days),Current ratio (x),Liquidity ratio (x),Shareholders liquidity ratio (x),Solvency ratio (Asset based) (%),Solvency ratio (Liability based) (%),Gearing (%),"Profit per employee (unit)
EUR","Shareholders Funds per employee
EUR","Cash In(Out)flow Operat. Activ.
m EUR","Cash In(Out)flow Ret. On Invest.
m EUR","Capital Expenditure & Financ. Invest.
m EUR","Cash Out(In)flow from Financing
m EUR","Increase (Decrease) Cash & Equiv.
m EUR",Year,Final credit score,Credit Group
53,LONDON MONUMENT CENTRE LIMITED,No,No,No,No,No,WC1V 6RL,6955648,68320,31/12/2019,"Active, in administration",2021,Secure,0.9,500,2019,Secure,IWG PLC,1,1.0,5,-5.97,17.74,4.24,26.65,1,7.88,2.63,1.4,1.0,2.17,3.58,11.08,32.93,0.09,0.25,0.25,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
54,ORWELL GROUP HOLDING LTD,No,No,No,No,No,EC4N 6EU,7706658,70100,31/03/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,ORWELL GROUP HOLDING LTD,8,1.0,3,-96.67,-73.9,100.0,100.0,0,4.76,2.63,0.39,0.55,-53.83,3.58,21.83,16.72,137.11,1.93,1.93,-0.47,-66.62,1.0,0.0,"-109,871",0,-6.0,0.0,-2.0,7.0,0.0,2016,99.0,3
55,EV PROPCO REALISATIONS LIMITED,No,No,No,No,No,B3 3HN,4464936,68201,01/09/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,GH ONE LIMITED,0,1.0,2,-11.27,-7.69,-1.34,5.24,1,-1.34,8.45,8.41,13.62,1.0,3.58,4.27,1.13,9.36,1.82,1.82,-0.03,-2.01,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
56,READING THEALE CENTRE LIMITED,No,No,No,No,No,WC1V 6RL,7158093,68320,31/12/2019,"Active, in administration",2021,Secure,0.9,500,2019,Secure,IWG PLC,1,1.0,2,7.63,-57.58,-17.24,9.54,0,-11.18,2.63,1.4,1.0,-1.85,3.58,9.81,37.22,4.08,0.12,0.12,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
57,MAIDENHEAD BELL STREET CENTRE LIMITED,No,No,No,No,No,PR1 3JJ,7496745,68209,31/12/2020,"Active, in administration",2021,Secure,0.9,500,2019,Secure,IWG PLC,1,1.0,1,13.18,-23.67,-12.63,8.99,0,-11.15,-11.04,1.4,146.5,-7.54,3.58,10.72,34.05,1.66,0.35,0.35,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
58,AFFINITY CORPORATION LTD,No,No,No,No,No,DA14 6NZ,8179337,68100,31/08/2017,"Active, in administration",2021,Secure,0.9,500,2019,Secure,MR TIMOTHY MARK MOTYER,36,237.9,1,31.05,14.7,100.0,2.3,17,4.76,2.63,0.05,0.04,3.89,0.98,24.72,14.77,58.96,0.75,0.71,0.15,6.18,6.58,842.83,0,0,1.0,0.0,0.0,-1.0,0.0,2016,99.0,3
59,QH (UK) REALISATIONS LIMITED,No,No,No,No,No,CO3 3AD,8104859,68320,31/12/2019,"Active, in administration",2021,Secure,0.9,500,2019,Secure,KIM BOTTGER,2,-57.44,7,-44.91,-5.47,-1.45,1.0,1,0.3,2.57,31.03,21.32,0.17,3.58,12.76,28.61,22.81,0.94,0.94,3.58,9.53,10.53,27.92,"-2,525","4,395",0.0,0.0,0.0,0.0,0.0,2016,99.0,3
60,MS PROPCO REALISATIONS LIMITED,No,No,No,No,No,B3 3HN,954960,68320,01/09/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,GH ONE LIMITED,0,-38.66,0,-38.66,-31.12,-33.78,-33.78,1,-33.78,-17.57,1.14,1.0,1.0,3.58,4.27,1.13,26.31,5.13,5.13,0.0,80.5,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
61,TOWN AND COUNTRY MARKETS [LUTON] LIMITED,No,No,No,No,No,B2 5PP,4530535,68209,31/12/2016,"Active, in administration",2021,Secure,0.9,500,2019,Secure,JAMES SHARP & CO LLP,5,1.0,1,-24.5,-6.87,-52.5,25.82,0,-31.5,-23.06,0.47,0.29,-0.47,3.58,145.25,2.51,82.3,0.76,0.76,-0.14,-4.52,1.0,0.0,"-59,326",0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
62,CHAINRANGE LIMITED,No,No,No,No,No,WC1V 6RL,2086427,68209,31/12/2019,"Active, in administration",2021,Secure,0.9,500,2019,Secure,IWG PLC,0,1.0,1,671.62,-143.23,-57.86,-37.02,-2,-57.63,2.63,1.4,1.0,1.0,3.58,10.23,35.69,1.7,0.82,0.82,-1.59,-57.35,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
63,CASTLEOAK HOLDINGS (CARDIFF GATE) LIMITED,No,No,No,No,No,EC4M 7QS,6361666,70100,31/03/2019,"Active, in administration",2021,Secure,0.9,500,2019,Secure,CASTLEOAK HOLDINGS LIMITED,5,1.0,1,20.66,9.38,89.0,1.0,1,76.08,2.63,0.23,0.11,3.29,3.58,4.27,1.13,1.0,0.06,0.06,0.02,0.76,0.76,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
64,PARKER NORFOLK AND PARTNERS LIMITED,No,No,No,No,No,M2 4AB,2619479,65120,30/09/2019,"Active, in administration",2021,Secure,0.9,500,2019,Secure,MAVEN CO-INVEST DEF LIMITED PARTNERSHIP,0,-100.56,0,-100.56,-59.25,100.0,100.0,0,4.76,2.63,0.2,1.0,1.0,3.58,1.3,281.02,737.15,2.43,2.43,0.0,58.92,1.0,0.0,"-62,927","62,575",0.0,0.0,0.0,0.0,0.0,2016,99.0,3
65,API-STACE LIMITED,No,No,No,No,No,M2 3EY,2850332,68209,31/12/2017,"Active, in administration",2021,Secure,0.9,500,2019,Secure,"STEEL PARTNERS, LTD.",2,29.07,0,13.38,12.67,75.15,81.82,1,81.82,100.0,0.18,0.24,12.27,3.58,4.27,1.13,1.0,5.36,5.36,0.85,43.56,77.19,128.37,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
66,CLUGSTON ESTATES LIMITED,No,No,No,No,No,LS1 4JF,246469,70100,31/01/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,CLUGSTON GROUP LIMITED,7,181.2,1,181.2,48.94,100.0,1.0,1,-9.28,2.63,0.35,0.26,1.0,3.58,4.27,1.13,1.0,0.88,0.88,0.0,27.01,37.0,235.95,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
67,KRONO PARTNERS LIMITED,No,No,No,No,No,BS1 6NA,8399743,64205,30/06/2016,"Active, in administration",2021,Secure,0.9,500,2019,Secure,MR CHRISTIAN MACHHOLDT OSTERGAARD,4,1.0,0,-2.24,-2.2,-23.96,3.26,0,-23.97,2.63,0.09,0.09,1.0,3.58,4.27,1.13,1.0,0.79,0.79,-0.13,-14.43,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
68,BAM PROPCO LIMITED,No,No,No,No,No,EC4N 6EU,8526707,68209,30/09/2019,"Active, in administration",2021,Secure,0.9,500,2019,Secure,MR TIMOTHY JAMES BOLOT,5,1.0,0,7.11,-2.63,-60.04,1.0,1,83.04,2.63,1.4,0.05,0.58,3.58,4.27,1.13,25.78,0.09,0.09,0.0,-36.99,1.0,0.0,"-41,787",0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
69,ALVANT GROUP PLC,No,No,No,No,No,EC4M 7QS,4638732,24540,30/04/2021,"Active, in administration",2021,Secure,0.9,500,2019,Secure,ALVANT GROUP PLC,5,-17.8,1,-17.8,-17.37,-93.52,95.74,1,-95.01,-75.73,0.19,0.34,1.0,62.19,6.49,56.26,20.06,18.67,18.55,0.0,97.6,1.0,0.0,"-58,870",0,-1.0,0.0,0.0,0.0,-1.0,2016,99.0,3
70,STRAND CAPITAL LIMITED,No,No,No,No,No,EC2R 6AY,3747386,66120,30/06/2016,"Active, in administration",2021,Secure,0.9,500,2019,Secure,MR NEAL THOMAS GRIFFITH,0,-128.36,0,-128.36,-91.58,100.0,1.0,1,4.76,2.63,1.1,3.48,1.0,3.58,4.27,1.13,52.16,2.71,2.71,0.0,71.35,1.0,0.0,"-32,670","25,453",0.0,0.0,0.0,0.0,0.0,2016,99.0,3
71,COFTON (WALES) LIMITED,No,No,No,No,No,LS1 4JF,4113370,68100,31/03/2016,"Active, in administration",2021,Secure,0.9,500,2019,Secure,IWG PLC,30,1.0,0,21.68,-9.0,100.0,1.0,-3,4.76,2.63,1.4,1.0,-1.06,0.0,169.69,2.15,1.0,0.71,0.02,-3.27,-59.8,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
72,VASTU LIMITED,No,No,No,No,No,SL6 1RX,6302595,68209,31/07/2019,"Active, in administration",2021,Secure,0.9,500,2019,Secure,IWG PLC,1,1.0,0,-0.2,-0.11,-3.41,20.61,1,-3.41,2.63,0.06,0.03,1.0,3.58,0.93,394.55,123.23,0.08,0.08,-0.19,-12.7,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
73,SERAIS INVESTMENTS LIMITED,No,No,No,No,No,LS1 4DL,1264703,70100,29/09/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,"APOLLO GLOBAL MANAGEMENT, INC.",6,1.0,0,15.42,0.21,100.0,1.0,1,4.76,2.63,0.01,1.0,1.0,3.58,4.27,1.13,1.0,1.03,1.02,0.0,99.83,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
74,CABOT PARK LIMITED,No,No,No,No,No,EC4M 7AN,7588526,68209,30/11/2016,"Active, in administration",2021,Secure,0.9,500,2019,Secure,MR JULIAN GLEEK,2,1.0,0,15.42,-52.71,100.0,100.0,0,4.76,2.63,0.1,0.0,1.0,0.05,4.27,1.13,1.0,0.12,0.11,0.0,0.69,0.7,257.75,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
75,EAST WEST INSURANCE COMPANY LIMITED,No,No,No,No,No,SE1 2AF,811120,65120,31/12/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,MR BRAD SCOTT HUNTINGTON,4,10.09,0,9.79,9.69,100.0,1.0,1,4.76,2.63,0.0,1.0,1.0,3.58,0.2,1.13,1.0,96.27,96.27,32.25,95.99,1.0,3.1,"9,526","94,405",0.0,0.0,0.0,0.0,0.0,2016,99.0,3
76,TRADE MARK OWNERS ASSOC LIMITED,No,No,No,No,No,NW1 6BB,3734748,69109,31/12/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,NUCLEUS LIMITED,4,1.0,3,-11.42,-4.25,-5.56,55.52,1,-4.53,-4.46,2.05,308.12,-1.22,3.58,2.9,126.0,247.92,1.59,1.59,-0.54,-43.51,1.0,0.0,"-8,771",0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
77,FOUR SEASONS HEALTH CARE GROUP LIMITED,No,No,No,No,No,BN1 2NW,3863850,70100,31/12/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,MR GUY HANDS,16,1.0,44,0.36,-1.13,-0.41,1.0,1,-8.54,1.62,1.4,4.21,1.0,3.58,4.27,1.13,86.17,0.08,0.08,0.0,0.0,1.0,0.0,-268,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
78,OMNIAC HOLDINGS REALISATIONS LTD,No,No,No,No,No,B2 5AF,7290705,64209,25/11/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,OMNIAC HOLDINGS REALISATIONS LTD,4,1.0,10,-11.57,-3.46,-1.42,35.57,1,1.66,6.1,8.17,3.42,0.54,116.96,86.08,4.24,23.82,0.41,0.38,-0.51,-31.19,1.0,0.0,-949,0,1.0,0.0,0.0,0.0,0.0,2016,99.0,3
79,TURBINE EFFICIENCY GROUP LIMITED,No,No,No,No,No,LS1 4JF,7888125,33190,31/12/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,SOHO SQUARE GP II LLP,8,1.0,10,538.95,-60.76,-47.22,26.12,0,-42.3,-37.36,1.4,7.03,-8.58,3.67,3.53,103.51,15.58,0.73,0.42,-4.89,-14.18,1.0,0.0,"-56,781",0,-1.0,0.0,0.0,1.0,0.0,2016,99.0,3
80,MTA PERSONAL INJURY SOLICITORS LLP,No,No,No,No,No,M26 1LS,OC354858,69102,30/06/2019,"Active, in administration",2021,Secure,0.9,500,2019,Secure,MTA PERSONAL INJURY SOLICITORS LLP,6,1.0,11,15.42,0.21,100.0,56.22,1,8.75,9.54,211.88,41.11,1.0,3.58,3.15,115.88,125.94,0.96,0.96,0.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,-2.0,0.0,2016,99.0,3
81,PRIME STAFF GROUP LTD,No,No,No,No,No,G2 7DA,SC509171,70100,30/04/2019,"Active, in administration",2021,Secure,0.9,500,2019,Secure,PRIME STAFF SOLUTIONS LTD,6,335.18,18,26.61,6.85,2.02,15.15,1,2.03,3.65,13.19,8.59,150.56,3.58,6.27,58.19,1.17,0.81,0.81,0.09,2.04,2.09,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,99.0,3
82,MORISONS LLP,No,No,No,No,No,EH12 5HD,SO300995,69102,31/03/2018,"Active, in administration",2021,Secure,0.9,500,2019,Secure,IWG PLC,6,1.0,8,15.42,0.21,100.0,1.0,1,26.85,27.73,3.5,25.64,1.0,3.58,1.45,251.56,11.49,1.51,1.51,0.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,-2.0,-1.0,2016,99.0,3
83,JACK RICHARDS HOLDINGS LIMITED,No,No,No,No,No,NR21 8NL,5773789,49410,03/01/2021,Active,2021,Secure,0.9,"50,000,000",2019,Secure,MR PAUL EDWIN DAY,45,11.1,53,6.37,4.16,3.47,11.89,2,4.35,13.84,1.84,1.71,4.93,112.93,4.43,82.38,25.67,0.86,0.83,1.35,37.46,59.89,125.41,"3,758","33,856",6.0,0.0,-8.0,3.0,0.0,2016,92.0,3
84,HIGHBOURNE GROUP LIMITED,No,No,No,No,No,NN6 7SL,6216887,46740,31/12/2020,Active,2021,Stable,2.2,"9,672,000",2019,Stable,TRAVIS PERKINS PLC,6,32.74,27,32.72,15.66,3.34,7.17,2,3.3,3.39,9.8,54.62,1.0,3.58,73.22,4.98,19.81,1.75,1.75,0.0,47.82,91.64,38.9,"37,787","115,404",0.0,0.0,0.0,0.0,0.0,2016,73.0,3
85,TANKERS (UK) AGENCIES LIMITED,No,No,No,No,No,SW3 4NX,3884421,50200,31/12/2020,Active,2021,Normal,4.2,"4,003,000",2019,Secure,EURONAV NV,4,37.08,8,37.08,17.3,7.88,1.0,1,7.84,8.49,4.71,35.42,1.0,3.58,4.27,1.13,2.31,1.76,1.76,0.0,46.65,87.46,38.4,"35,433","95,566",1.0,0.0,0.0,0.0,1.0,2016,90.0,3
86,HAYS PROPERTY SERVICES LIMITED,No,No,No,No,No,SR1 3HA,288713,68209,30/04/2021,Active,2022,Caution,11.2,"37,915,000",2019,Caution,HAYS TRAVEL LIMITED,11,7.55,1,7.55,7.28,57.42,21.91,1,57.42,61.49,0.13,0.13,1.0,3.58,132.22,2.76,0.82,1.48,1.48,0.0,96.47,1.0,0.53,0,0,0.0,0.0,0.0,0.0,0.0,2016,33.0,1
87,WIREX LIMITED,No,No,No,No,No,EC2V 6DN,9334596,64999,30/06/2020,Active,2021,Secure,0.9,"482,170",2019,Secure,IWG PLC,1,53.93,2,53.93,32.41,10.81,75.79,1,10.81,2.63,4.99,102.06,1.0,3.58,4.27,1.13,1.0,2.43,2.43,0.0,60.09,1.0,0.0,"11,840","21,954",0.0,0.0,0.0,0.0,0.0,2016,85.0,3
88,ROOTS GROUP UK LIMITED,No,No,No,No,No,WC2B 5DG,1895731,71111,31/12/2019,Active,2021,Secure,14.5,500,2019,Caution,ROOTS GROUP UK LIMITED,43,4.06,48,3.5,2.08,1.87,28.97,1,1.87,5.28,1.88,6.52,145.07,37.7,4.84,75.41,11.79,2.04,1.97,6.27,51.23,1.0,16.48,"3,294","81,204",7.0,0.0,-2.0,0.0,4.0,2016,28.0,1
89,KOOLE TANKSTORAGE UK LIMITED,No,No,No,No,No,L20 1ES,6689215,70100,31/12/2020,Active,2021,Stable,1.8,"7,462,000",2019,Normal,IIF INTL'L HOLDING L.P.,5,19.47,3,18.11,15.3,24.27,100.0,1,19.62,37.46,0.75,1.25,1.0,270.7,6.67,54.74,15.64,3.2,3.18,13.34,78.59,1.0,7.5,"54,769",0,0.0,0.0,0.0,0.0,0.0,2016,42.0,2
90,MELLER GROUP LIMITED,No,No,No,No,No,MK42 9TW,5712299,20420,31/12/2020,Active,2022,Secure,0.9,"1,059,000",2019,Secure,C S HOLDINGS LIMITED,18,15.35,42,15.32,11.55,4.86,23.51,1,5.02,5.29,3.15,188.32,28.0,53.73,4.03,90.66,20.56,4.01,3.83,456.01,75.2,1.0,0.79,"20,505","133,555",-3.0,0.0,0.0,0.0,-3.0,2016,97.0,3
91,V4 UK HOLDINGS LIMITED,No,No,No,No,No,NE8 2ET,10377444,70229,31/12/2020,Active,2022,Secure,0.9,"274,662",2019,Secure,MR ADAM JONATHAN JACOBS,14,1.0,38,15.42,0.21,100.0,1.0,1,4.76,2.63,1.4,1.0,1.0,3.58,4.27,1.13,1.0,1.03,1.02,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2016,86.0,3
92,PERMIRA ADVISERS (LONDON) LIMITED,No,No,No,No,No,SW1Y 5ES,2853841,64999,31/12/2020,Active,2022,Secure,0.9,"4,531,000",2019,Secure,PERMIRA HOLDINGS LIMITED,14,11.63,26,4.03,1.76,0.93,1.0,1,3.54,7.36,4.31,3.58,1.36,3.58,15.55,23.47,4.1,0.84,0.84,0.53,15.17,17.88,196.6,"3,866","33,243",0.0,0.0,0.0,0.0,0.0,2016,99.0,3
93,PHARO ADVISORS UK LIMITED,No,No,No,No,No,SW7 1DR,5136918,64999,31/12/2020,Active,2021,Secure,0.9,"12,920,000",2019,Secure,PHARO GLOBAL ADVISORS LIMITED,11,15.42,12,15.42,6.11,5.91,1.0,1,5.89,6.48,2.61,4.59,1.0,3.58,4.27,1.13,1.0,1.28,1.28,0.0,39.62,65.61,0.0,"26,219","170,040",0.0,0.0,0.0,0.0,0.0,2016,97.0,3
94,POINT72 UK LIMITED,No,No,No,No,No,SW1Y 4JU,9644084,66300,31/12/2020,Active,2021,Secure,0.9,"6,427,000",2019,Secure,POINT72 LP,16,105.28,24,88.16,63.68,41.42,1.0,1,41.42,43.24,2.13,6.26,1.0,3.58,4.27,1.13,1.0,2.72,2.72,5.15,60.49,1.0,19.42,"498,556",0,6.0,-8.0,-2.0,7.0,3.0,2016,97.0,3
95,CINVEN LIMITED,No,No,No,No,No,SW1Y 4JZ,2192937,64999,31/12/2020,Active,2021,Secure,0.9,"2,661,000",2019,Secure,CINVEN HOLDINGS GUERNSEY LIMITED,19,0.12,3,0.12,0.06,0.38,1.0,1,-7.43,2.63,0.32,0.32,1.0,3.58,93.21,3.92,11.19,1.01,1.01,0.0,49.66,98.66,97.2,"1,945",0,0.0,0.0,0.0,0.0,0.0,2016,95.0,3
96,SQUARETRADE LIMITED,No,No,No,No,No,W1F 9BS,7165194,65120,31/12/2020,Active,2021,Secure,0.9,"871,607",2019,Secure,THE ALLSTATE CORP.,13,1.0,11,-200.35,-82.97,-99.39,-23.44,0,-94.99,-94.87,2.02,1.0,-21.62,9.64,3.79,96.32,23.7,1.71,1.56,-0.79,0.0,1.0,0.0,"-639,617",0,0.0,0.0,0.0,0.0,0.0,2016,88.0,3
97,SUMUP PAYMENTS LIMITED,No,No,No,No,No,W1F 7JB,7836562,63110,31/12/2020,Active,2021,Stable,2.2,"260,027",2019,Secure,SUMUP HOLDINGS,6,-1.8,5,-1.7,-0.62,-0.66,99.98,1,4.24,4.3,2.56,292.06,0.86,3.58,4.27,1.13,2.19,1.57,1.57,16.07,34.42,52.47,149.24,"-6,030",0,3.0,0.0,0.0,0.0,3.0,2016,85.0,3
98,KORN FERRY (UK) LIMITED,No,No,No,No,No,SW1Y 6QB,763575,70229,30/04/2020,Active,2021,Secure,0.9,"658,474",2019,Caution,KORN FERRY,34,-21.94,24,-21.94,-8.32,-6.85,25.15,1,-16.5,-14.79,3.2,23.82,-93.47,3.58,3.36,108.48,11.09,1.53,1.53,0.0,37.9,61.02,62.88,"-11,395","51,932",0.0,0.0,0.0,0.0,0.0,2016,30.0,1
99,STRATFORD CITY JV BUSINESS MANAGER LIMITED,No,No,No,No,No,W12 7SL,7537018,68320,31/12/2020,Active,2021,Caution,11.2,"215,238",2019,Caution,STRATFORD CITY JV BUSINESS MANAGER LIMITED,14,27.82,26,25.47,14.66,7.99,10.78,2,5.12,2.63,3.19,6.21,1.0,3.58,217.24,1.68,12.04,1.66,1.66,10.86,52.71,1.0,53.12,0,0,2.0,0.0,0.0,0.0,0.0,2016,29.0,1
100,LINDE MH UK LIMITED,No,No,No,No,No,RG21 6XJ,2791934,77390,31/12/2020,Active,2021,Secure,0.9,"2,544,000",2019,Secure,KION GROUP AG,17,8.59,26,6.21,4.2,2.73,17.5,1,5.35,10.49,2.27,5.24,3.15,25.9,12.97,28.15,6.12,2.19,2.01,2.61,48.95,95.9,70.94,"6,877","80,058",0.0,0.0,0.0,0.0,0.0,2016,88.0,3
101,SHARPS PIXLEY LIMITED,No,No,No,No,No,SW1A 1JT,6629106,64999,31/12/2020,Active,2021,Secure,1.0,"412,698",2019,Secure,FAMILIE VON FINCK,6,1.0,37,60.55,-45.0,-7.68,2.31,0,-7.43,-5.94,1.4,9.87,-29.83,44.47,259.22,1.41,4.47,0.23,0.16,0.0,-74.32,1.0,0.0,"-708,943",0,2.0,0.0,-1.0,0.0,0.0,2016,97.0,3
102,INTERACTIVE INVESTOR LIMITED,No,No,No,No,No,M3 3NW,4752535,58142,31/12/2020,Active,2021,Secure,0.9,"9,423,000",2019,Secure,J.C. FLOWERS IV L.P.,12,-23.8,21,-23.8,-17.4,-9.86,81.39,1,-9.83,-6.61,2.41,4.64,1.0,3.58,14.95,24.42,15.24,2.3,2.3,0.0,73.08,1.0,0.0,"-12,723","53,450",-2.0,0.0,-2.0,3.0,-1.0,2016,89.0,3
103,BLADES LEISURE LIMITED,No,No,No,No,No,S2 4SU,6963761,64209,31/07/2020,Active,2021,Stable,2.2,"2,837,000",2019,Normal,UNITED WORLD HOLDINGS LIMITED,11,1.0,13,-156.59,-86.23,-71.13,-22.96,0,-87.74,-67.0,2.2,2.29,1.0,22.55,9.04,40.36,14.17,1.05,0.93,-0.16,-10.77,1.0,0.0,"-43,646",0,-11.0,0.0,1.0,10.0,0.0,2016,46.0,2
104,AMUNDI (UK) LIMITED,No,No,No,No,No,EC2R 5BJ,1753527,66300,31/12/2020,Active,2021,Secure,0.9,"12,989,000",2019,Caution,SAS RUE LA BOETIE,12,32.29,5,32.29,21.84,52.86,1.0,1,49.77,2.63,0.61,1.0,1.0,3.58,14.25,25.62,1.0,3.09,3.09,0.0,67.62,1.0,32.56,0,0,3.0,0.0,0.0,0.0,1.0,2016,33.0,1
105,DATA CARD INTERNATIONAL LIMITED,No,No,No,No,No,PO15 7FH,987011,70100,31/03/2020,Active,2021,Secure,0.9,"1,515,000",2019,Secure,ENTRUST DATACARD CORP,33,11.27,19,9.53,7.48,13.16,30.09,2,12.31,13.66,0.72,25.9,1.0,22.14,5.13,71.18,6.51,4.56,4.44,5.46,66.39,1.0,23.17,"22,561","200,176",0.0,0.0,2.0,0.0,2.0,2016,99.0,3
106,FIDELIS UNDERWRITING LIMITED,No,No,No,No,No,EC3V 4AB,9753615,65120,31/12/2020,Active,2021,Caution,11.2,500,2019,Secure,FIDELIS INSURANCE HOLDINGS LTD,0,-15.53,0,-8.48,-6.88,100.0,1.0,1,4.76,2.63,0.05,0.06,1.0,3.58,0.17,1.13,1.0,1.94,1.94,1.2,44.29,79.51,88.89,0,0,0.0,0.0,0.0,0.0,0.0,2016,89.0,3
107,LMR MANAGEMENT SERVICES LTD,No,No,No,No,No,W1J 8AJ,6967200,64205,30/11/2020,Active,2021,Secure,0.9,"2,329,000",2019,Secure,IWG PLC,3,-1.22,7,-0.71,-0.6,-0.27,100.0,1,0.3,1.51,2.58,6.33,0.53,3.58,4.27,1.13,7.74,4.16,4.16,1.37,48.63,94.65,73.24,"-1,262","103,075",1.0,0.0,0.0,0.0,1.0,2016,86.0,3
108,LMR PARTNERS LLP,No,No,No,No,No,W1J 8AJ,OC347294,66190,30/11/2020,Active,2021,Secure,0.9,"2,418,000",2019,Secure,IWG PLC,3,1.0,23,15.42,643.89,77.54,100.0,4,77.54,2.63,22.4,84.96,1.0,3.58,4.27,1.13,1.0,1.43,1.43,0.0,37.07,58.92,169.17,"1,943,068","111,882",19.0,0.0,0.0,-21.0,-2.0,2016,81.0,3
109,MODA LIVING LIMITED,No,No,No,No,No,LS22 6LH,9109087,68100,31/08/2020,Active,2021,Secure,0.9,"552,477",2019,Secure,CADDICK GROUP LIMITED,11,164.74,32,164.74,123.13,41.24,41.66,81,41.14,2.63,3.99,9.15,103.49,21.14,35.55,10.27,12.79,2.67,2.11,0.0,74.74,1.0,0.0,"1,669,547",0,11.0,0.0,-4.0,0.0,4.0,2016,92.0,3
110,FREIXENET COPESTICK LIMITED,No,No,No,No,No,RG14 2PZ,5465686,70229,31/12/2020,Active,2021,Secure,0.9,"1,155,000",2019,Secure,GESCHWISTER OETKER BETEILIGUNGEN KG,17,23.02,43,22.96,2.54,0.99,8.63,1,1.42,1.69,23.14,125.19,11.9,17.03,3.77,96.77,85.84,1.1,0.93,394.73,11.04,12.42,184.62,"17,611","76,511",0.0,0.0,0.0,1.0,1.0,2016,86.0,3
111,BLOOMBERG TRADING FACILITY LIMITED,No,No,No,No,No,EC4N 4TQ,9019569,66110,31/12/2020,Active,2021,Secure,0.9,"3,250,000",2019,Secure,MR MICHAEL BLOOMBERG,18,-17.27,1,-17.27,-16.93,100.0,100.0,0,4.76,2.63,0.04,1.0,1.0,3.58,4.27,1.13,1.0,50.69,50.69,0.0,98.03,1.0,1.29,0,0,0.0,0.0,0.0,0.0,0.0,2016,93.0,3
112,VALUE RETAIL MANAGEMENT LIMITED,No,No,No,No,No,OX26 6WD,2884191,68320,31/12/2020,Active,2021,Secure,0.9,"2,607,000",2019,Caution,VALUE RETAIL PLC,5,12.38,18,12.38,6.17,1.86,1.96,1,1.85,2.63,6.64,157.01,1.0,3.58,4.27,1.13,0.24,1.95,1.95,0.0,49.85,99.42,60.25,0,0,0.0,0.0,0.0,0.0,0.0,2016,31.0,1
